,Parcel ID,Description,Location,Assessed Value,Total Parcel Acres
1703,WM153.,LAND &  HOUSE,1299 WINDMILL POINT RD,595300,10.1
1704,VA010.,LOT & HOUSE,100 VANTINE AVENUE,103800,0.28
1705,RS506.,LAND,4752 US ROUTE 2 SOUTH,17800,12.34
1706,SU149.,LOT,149 SUMMIT ROAD,36000,0.5
1707,SU149.EP,UTILITY,149A SUMMIT ROAD,6876500,
1708,FK093.,LOT & HOUSE,935 FISKE ROAD,284200,0.81
1709,SA282.,LOT & HOUSE,2638 ALBURGH  SPRINGS ROAD,251100,1.03
1710,WS227.,LAND & HOUSE,2135 WEST SHORE RD,240800,2.36
1711,WS023.,LOT & HOUSE,219 WEST SHORE RD,224500,0.34
1712,LS014.A,LOT & BUILDING,142A LAKE STREET,153900,0.71
1713,NM023.,LAUNDROMAT & CAR WASH,235 NORTH MAIN STREET,106500,0.88
1714,RS099.,LOT & BUILDING,939 US ROUTE 2 SOUTH,144500,1.0
1715,SM013.,LOT & BUILDING,113 SOUTH MAIN,124000,0.25
1716,PP002.,LOT & HOUSE,24 PETERSON PLACE,98600,0.08
1717,RT248.,LOT & HOUSE,2366 ROUTE 78,103400,0.25
1718,MA014.,LOT & HOUSE,14 MACOMBER POINT,362900,0.74
1719,GP013.B,07 DUTCHMAN,13B GOOSEPOINT CAMPGROUND,9600,
1720,RS789.,LOT & HOUSE,7481 US ROUTE 2 SOUTH,286900,0.45
1721,RT305.,LOT & HOUSE,2895 ROUTE 78,537100,2.5
1722,BD125.,LAND & HOUSE,1209 BORDER ROAD,200500,52.0
1723,FK075.,LOT & HOUSE,125 FISKE ROAD,328700,1.29
1724,RS791.,LAND & BUILDINGS,7507 US ROUTE 2 SOUTH,277400,0.56
1725,CB003.,HOUSE,45 CENTER BAY RD,76200,
1726,CB004.,LOT & HOUSE,32 CENTER BAY RD,256200,0.75
1727,WS307.,LOT,2929 WEST SHORE RD,26000,0.57
1728,WS004.,LOT & HOUSE,18 WEST SHORE RD,162800,0.37
1729,WS369.,LOT & HOUSE,3491 WEST SHORE RD,289900,0.57
1730,BS007.,LOT & HOUSE,61 BOURDEAU SOUTH,168500,0.38
1731,ATC09.,1992 ALJO 39,9C ALBURGH  RV RESORT,4700,
1732,PF129.,LOT & HOUSE,129 POOR FARM ROAD,178000,0.35
1733,PF140.,LOT & HOUSE,140 POOR FARM ROAD,361100,0.72
1734,MG035.,LAND & HOUSE,313 MCGREGOR POINT,567000,10.5
1735,PT068.,LOT & HOUSE,68 POINT OF TONGUE,510500,2.68
1736,SM017.,LOT & HOUSE,153 SOUTH MAIN,123900,0.22
1737,GP063.,WINNEBAGO,63A GOOSEPOINT   CAMPGROUND,6500,
1738,DX041.,LOT AND HOUSE,41 DESO DRIVE EXTENSION,121600,0.34
1739,LS023.,LOT & HOUSE,247 LAKE STREET,89000,0.25
1740,GR092.,LAND & HOUSE,3155 GREENWOODS ROAD,216400,10.0
1741,EA006.,LOT & MHOME,6 EAST ALBURGH  RD,97400,1.2
1742,HN029.,LOT & MHOME,279 HUNTER NORTH,157200,0.28
1743,VA011.,LOT & HOUSE,107 VANTINE AVENUE,110200,0.25
1744,RS299.,LOT & HOUSE,2835 US ROUTE 2 SOUTH,118800,1.0
1745,PF188.,LAND,188 POOR FARM ROAD,13400,9.28
1746,PT004.,LOT & HOUSE,4 POINT OF TONGUE,590900,1.76
1747,WX013.,LOT & HOUSE,113 WINTER'S LANE EXT,177800,0.23
1748,ATE15.,93 WOODLAND,15E ALBURGH  RV RESORT,8700,
1749,BR115.,MHOME & LAND,1121 BLAIR ROAD,61100,1.24
1750,GP015.B,KEYSTONE OUTBACK 09,15B GOOSEPOINT CAMPGROUND,11500,
1751,WS219.,LAND,2067 WEST SHORE RD,132000,0.64
1752,PF072.,LOT & HOUSE,72 POOR FARM ROAD,198700,0.45
1753,ME001.,LOT & HOUSE,1 MOONEY DRIVE,90100,0.15
1754,WS017.,LAND & HOUSE,151 WEST SHORE RD,222900,49.38
1755,HI028.,LOT & HOUSE,28 HILLTOP ROAD,121500,0.69
1756,GP025.,23 GREY WOLF,25 GOOSEPOINT CAMPGROUND,26400,
1757,CE077.,LOT & HOUSE,77 CEDARVALE EST,395700,0.97
1758,CE079.,HOUSE,79 CEDARVALE EST,90300,0.49
1759,BD048.,LOT & HOUSE,470 BORDER ROAD,125800,1.0
1760,KD008.,LOT & HOUSE,8 KILLDEER DRIVE,329900,0.82
1761,TR016.,LAND & HOUSE,234 TRUCK ROUTE,180500,14.34
1762,GP107.,2010 COACHMAN,107 GOOSEPOINT CAMPGROUND,9600,
1763,WA024.A,LAND & HOUSE,24A WAGNER POINT RD,600800,10.18
1764,GR042.,LAND & HOUSE,3647 GREENWOODS ROAD,220400,10.1
1765,ATE07.,93 WOODLAND PARK MODEL,7E ALBURGH  RV  RESORT,4900,
1766,RS797.,LOT & HOUSE,7549 US ROUTE 2 SOUTH,208300,0.57
1767,RS801.,LOT & HOUSE,7605 US ROUTE 2 SOUTH,473000,1.0
1768,MN003.,LOT & HOUSE,37 MUD POINT NORTH,191300,0.5
1769,PF152.,LAND,152 POOR FARM ROAD,9200,44.75
1770,WX011.,LOT & HOUSE,103 WINTER'S LANE EXT,199000,0.46
1771,MT036.,LOT & HOUSE,334 MOTT STREET NORTH,163100,0.23
1772,IP023.A,LAND & CREMATORIUM,363 INDUSTRIAL PARK RD,196500,2.57
1773,FH109.,LAND & HOUSE,1033 FIRE HOUSE ROAD,187900,10.1
1774,AN004.,LOT & HOUSE,19 ANICK AVENUE,92000,0.17
1775,GP163.,2006 FOUR WINDS,163 GOOSEPOINT CAMPGROUND,9400,
1776,TW002.,LOT & HOUSE,80 TERRAPIN LANE,263400,1.07
1777,ATE01.,2010 TIMBERRIDGE,1E ALBURGH  RV RESORT,11400,
1778,HD003.,LOT & HOUSE,3 HIDDEN DRIVE,204700,0.69
1779,GP022.,PUMA 5TH WHEEL,22 GOOSEPONIT CAMPGROUND,11800,
1780,GP045.,TRIAL RUNNER 10,45 GOOSEPOINT CAMPGROUND,11600,
1781,FK091.,LOT & HOUSE,915 FISKE ROAD,256400,0.28
1782,WR006.,MHOME,38 WRIGHT'S WAY,5800,
1783,WR008.,LOT & HOME,50 WRIGHT'S WAY,232400,0.29
1784,WR002.,MHOME,24 WRIGHT'S WAY,11200,
1785,BU021.A,MHOME,241 BOUTAH ROAD,28100,
1786,WR004.,MHOME,26 WRIGHT'S WAY,55000,
1787,GR024.,LOT & HOUSE,3793 GREENWOODS ROAD,108600,0.5
1788,BU021.,LAND & HOUSE,205 BOUTAH ROAD,109100,10.1
1789,RO003.,LAND,3 ROUTE 129,11700,10.12
1790,RO144.,LOT & HOUSE,144 ROUTE 129,204500,0.53
1791,GP052.,1994 JAYCO,52 GOOSEPOINT CAMPGROUND,3600,
1792,CE091.,LOT & HOUSE,91 CEDARVALE EST,207500,0.44
1793,RO146.,LAND & HOUSE,146 ROUTE 129,180100,3.0
1794,SA222.,LOT & HOUSE,2042 ALBURGH SPRINGS ROAD,309700,1.36
1795,PT050.,LOT & HOUSE,50 POINT OF TONGUE,524600,2.12
1796,WM126.,LAND & HOUSE,1194 WINDMILL POINT RD,507300,12.36
1797,GP057.,2015 ROCKWOOD,57 GOOSEPOINT CAMPGROUND,13700,
1798,GP091.,1999 BRECKENRIDGE,91 GOOSEPOINT   CAMPGROUND,4600,
1799,CE103.,LOT & HOUSE,103 CEDARVALE EST,207300,0.36
1800,GP049.,2014 HIDEOUT,49 GOOSEPOINT  CAMPGROUND,10300,
1801,RO214.,LOT & HOUSE,214 ROUTE 129,308500,1.33
1802,MD015.,LOT & HOUSE,165 MATTHIAS LANE,123900,0.24
1803,PF172.,LOT & HOUSE,172 POOR FARM ROAD,219300,0.46
1804,SU145.,LAND & HOUSE,145 SUMMIT ROAD,174800,20.0
1805,MD012.,LOT & HOUSE,118 MATTHIAS LANE,225400,0.5
1806,MR172.,LAND & HOUSE,1632 MARTELL ROAD,94300,3.12
1807,PX233.,LOT & HOUSE,223 POOR FARM EXT,317600,1.85
1808,MG013.,LAND & HOUSE,109 MCGREGOR POINT,556300,10.1
1809,SA276.,LOT & HOUSE,2594 ALBURGH  SPRINGS ROAD,193700,0.91
