,gs_equipment_location,gs_facility_id,gs_rated_kva,x,y
3329,E72805203079654,23738,10.0,1434940.0320839733,859177.4394624159
3330,E72805203079624,16120,15.0,1435344.8817080185,859284.1648767516
3331,E72805203079651,23749,10.0,1434850.2172452658,858726.0355458558
3332,E72805203079652,21093,10.0,1434787.354891695,858426.1941696182
3333,E72805203079650,23737,10.0,1434778.0460415743,858166.3798447177
3334,E72805200042487,14549,10.0,1435187.1433933415,858873.5210709199
3335,E72805203079629,23734,15.0,1435125.4057336375,858675.9063335508
3336,E72805203079632,23724,10.0,1435054.650439188,858433.2235062793
3337,E72805203079655,23735,10.0,1434683.2202900127,857891.2415658906
3338,E72805203079656,23728,10.0,1434653.8477046788,857612.176900439
3339,E72805203079638,19527,10.0,1434832.011263311,857859.1978326216
3340,E72805203079639,31815,15.0,1434705.0915689394,857501.7661053166
3341,E72805203079649,18713,10.0,1434590.6138004586,856965.9298135415
3342,E72805003080961,15559,15.0,1440502.376309663,870580.7909028605
3343,E72805003081270,16302,10.0,1440848.2196733914,871493.8615675047
3344,E72805000041426,16775,10.0,1441937.606185317,871888.0567255542
3345,E72805000040319,15476,10.0,1443549.4230398089,871322.8378065377
3346,E72805003081248,18214,10.0,1446046.926271692,871031.2107122913
3347,E72805003081247,19594,10.0,1445772.4708427116,871161.7655779049
3348,E72805000042964,16873,10.0,1441788.242823176,873768.9465455264
3349,E72805000039763,15514,10.0,1444022.7384029292,874996.7005286664
3350,E72805000040101,15570,10.0,1444561.4366389103,876694.8577211723
3351,E72805003081221,17013,10.0,1444715.489572797,877181.7397040576
3352,E72805000042742,17076,10.0,1445512.2247156985,878476.5435170382
3353,E72905003081200,16742,25.0,1450372.3683346696,878052.6042230055
3354,E72805003081193,15600,10.0,1450359.7556963153,878858.1059529111
3355,E72805000040875,16296,10.0,1449935.9670309238,878596.694964394
3356,E72805000039723,35715,15.0,1450348.7296796665,879159.4335317537
3357,E72805003081026,19366,15.0,1445073.3932698518,862668.3385931626
3358,E72805000043127,17409,10.0,1443170.3811232187,862047.1159447804
3359,E72805003081071,16752,10.0,1446223.995262187,868203.4692440629
3360,E72805000038559,15383,10.0,1445474.6278064698,867370.7539393678
3361,E72805000040343,15589,10.0,1438110.2986924537,858526.4557323232
3362,E72805000039488,32699,25.0,1439712.8713416122,857874.6824570969
3363,E72805003081366,16776,25.0,1437761.0253890045,859180.8436697423
3364,E72805003081318,17428,10.0,1437976.4243481196,857106.7173849568
3365,E72805000039954,15049,10.0,1437909.4347697422,856942.8434635699
3366,E72805003081320,23330,15.0,1438174.3102170415,856666.8516224325
3367,E72805200039863,15529,10.0,1429588.879257314,880309.8949373588
3368,E72805203079741,35110,15.0,1429921.3166718371,881722.9321929812
3369,E72805203079764,30156,15.0,1431156.0296982788,885685.4395622313
3370,E72805200040351,15470,15.0,1431113.6227143928,885126.3361661136
3371,E72805200042463,17050,10.0,1431112.0762603246,886254.805789873
3372,E72805203079768,15804,10.0,1430831.6659790054,887000.9196669087
3373,E72805203079779,16225,10.0,1430329.791425217,887471.5337563679
3374,E72805200040775,30219,10.0,1430073.8231516555,890258.7360358834
3375,E72805203079801,25060,10.0,1430129.435246557,889976.0964506418
3376,E72805203079809,22367,10.0,1430163.0153919756,890838.5759751499
3377,E72805203079820,25064,15.0,1430598.1514151208,892526.1389531195
3378,E72805200039411,15174,10.0,1433419.2953487933,884045.2342295423
3379,E72805203098768,25051,10.0,1433389.511045169,883763.5385838002
3380,E72805203079757,25050,10.0,1433597.5091169737,884357.6179507598
3381,E72805203079756,25049,10.0,1432822.5046662614,883808.5966317952
3382,E72805203079761,25047,10.0,1431680.2274169177,884600.2606103942
3383,E72805203079758,25048,10.0,1432062.3521997258,884105.2245969921
3384,E72805203104109,25046,10.0,1431453.8325668797,883911.25507278
3385,E72805203079754,25045,10.0,1430658.95517724,883854.206984818
3386,E72805200040661,16852,15.0,1430024.989345681,888112.2477511242
3387,E72805100040038,15604,10.0,1424748.006062705,873428.8471540362
3388,E72805103079841,16728,10.0,1425848.5290522836,876597.1097739488
3389,E72805103079855,16278,25.0,1425300.3512537181,877423.127124995
3390,E72805103079844,17426,15.0,1424145.310737379,877860.6430806965
3391,E72805100041944,15772,10.0,1423737.6995882168,869312.2667670846
3392,E72805100040436,16715,0.0,1423523.4855744243,869030.8824205399
3393,E72805103080230,25111,25.0,1423321.402187325,868640.4328947365
3394,E100 103E,25950,99.0,1423237.8334163353,868459.096092701
3395,E72805103095753,25110,10.0,1423467.6123898774,868617.4670476764
3396,E72805103080234,25109,25.0,1423577.2455646358,868883.2412458807
3397,E72805103097598,25946,10.0,1424219.1589399576,867999.43772652
3398,E72805103080225,16550,10.0,1423752.0293930955,868119.4686709642
3399,E100 108B,25947,99.0,1423665.2974206097,867948.8767121062
3400,E72805103080219,25948,10.0,1423338.905235611,867969.0408664122
3401,E72805103080227,25112,10.0,1423345.8743208162,868374.1515801027
3402,E72805103080165,25945,10.0,1422816.1435100324,867852.5948836654
3403,E72805103080320,25944,10.0,1422658.2545667142,867772.7114934698
3404,E72805103079929,16769,10.0,1419491.8898677044,871206.6529134437
3405,E72805100041504,22227,10.0,1419460.378355641,870427.4609864652
3406,E72805100043100,17433,25.0,1421105.7452298254,876759.758582376
3407,E72805100041445,16774,15.0,1422017.7715358809,877176.5580787435
3408,E72805103079843,19512,15.0,1421947.769384645,876934.5781851411
3409,E72805103079889,25083,25.0,1422299.8487741798,877640.393879287
3410,E72805103079895,33104,15.0,1421422.4168464094,877540.5070053264
3411,E72805103079893,25086,15.0,1421216.1058154032,877139.1017562523
3412,E72805103079879,18268,10.0,1422434.3802359663,877871.7594745308
3413,E72805103079880,25084,10.0,1422646.5155744888,877832.3248958588
3414,E72805103079899,25088,10.0,1421958.3133896366,878357.888314195
3415,E72805103079878,18266,10.0,1423184.0690327883,879163.2695411891
3429,E72805100040031,15552,10.0,1422411.1131316163,867902.5935511515
3430,E72805100040225,15294,10.0,1420585.895658005,869599.2042895928
3431,E72805100041866,16740,10.0,1418767.5870181397,868995.8662820533
3432,E72905103079956,16795,10.0,1418608.653716229,868552.9879466742
3433,E72805100039784,18555,10.0,1418276.3129550852,867391.7961331382
3434,E72805103079971,25927,25.0,1418210.307483837,866740.1534027308
3435,E72805103079979,16467,10.0,1418159.599606499,866459.661530897
3436,E72805100038817,25942,10.0,1421177.3239608556,868687.5394922793
3437,E72805100042603,17420,25.0,1418928.177235119,868520.1107349172
3438,E72805103105164,25931,10.0,1419548.7471593805,868870.1616587341
3439,E72805103079961,15021,10.0,1419078.1230280101,868934.6005920991
3440,E72805103101112,25936,10.0,1418839.0653300732,868234.3581577316
3441,E72805103079965,25932,10.0,1418775.8916773088,867933.8941831067
3442,E72805103080185,22371,15.0,1424028.5835811645,867124.8777848706
3443,E72805100041715,17032,10.0,1424913.2557257004,866771.1013126224
3444,E72805103080251,26583,99.0,1427327.8899821602,871104.5706270188
3445,E72805103080275,26578,10.0,1428796.863811884,873803.902432546
3446,E72805103080279,23366,25.0,1428952.804624755,874109.7689544931
3447,E72805103080150,16753,10.0,1422701.0556955487,866449.3215021938
3448,E72805103080155,30824,50.0,1422704.2006960846,866675.6316236183
3449,E72805103080149,26550,5.0,1422692.2175599374,866221.1235017776
3450,E72805100040585,15179,0.0,1422683.1785861328,865946.2952669114
3451,E100 115,26552,99.0,1422462.1360738687,867156.8982962221
3452,E72805103080145,26549,10.0,1422646.123940017,865471.4171316177
3453,E72805103080137,15554,10.0,1422372.9137078188,862685.781389989
3454,E72805103080092,26588,25.0,1425720.1733648516,860536.3106581122
3455,E72805100040280,18361,10.0,1422749.7464043126,861944.5378390774
3456,E72805100039770,15549,10.0,1420389.395572599,861828.282652609
3457,E72805103102219,15758,10.0,1419794.312014684,861961.5488337949
3458,E72805103097973,25925,99.0,1419505.777828563,862028.1066100672
3459,E100F 11,35784,15.0,1418941.9547349736,862156.4321717694
3460,E72805100041289,15713,10.0,1418671.8474528156,862218.370042041
3461,E72805103104905,25923,15.0,1418388.7559816502,862284.6874401048
3462,E72805103079990,20646,10.0,1417738.231041301,862815.3521484733
3463,E72805103079991,19523,10.0,1417732.6678234302,862647.0597869009
3464,E72805103095321,20891,10.0,1418123.3081455082,862346.3347226232
3465,E72805103079988,25937,15.0,1417732.2862308659,863008.6388228387
3466,E72805103079996,16221,25.0,1417969.13470871,861830.6224175245
3467,E72805103079999,25929,10.0,1417805.6825475171,861269.048711665
3468,E72805103095325,25922,10.0,1418027.1367780715,861191.6757988483
3469,E72805103080009,D00230,25.0,1417718.759151131,860908.1136131734
3470,E72805103080013,25921,10.0,1417582.2098931521,860493.8132970408
3471,E72805103080025,25919,15.0,1417285.8631014265,859611.360414505
3472,E72805103080030,18646,10.0,1417251.6201899797,859407.8510762602
3473,E72805103080035,17010,10.0,1417025.9583993368,858264.4390911385
3474,E72805100042412,16484,10.0,1416821.454912044,857562.640160799
3475,E72805103080037,25918,15.0,1416615.3648030497,857403.3252663314
3476,E72805103080044,19546,10.0,1416321.528488703,857173.4960832372
3477,E72805103080038,25914,10.0,1415907.7114394642,857334.7691500634
3478,E72805103080047,25915,10.0,1416404.4144098498,856332.6468318328
3479,E72805103080051,31075,25.0,1417322.1344785988,855464.76476001
3480,E72805100041708,15994,10.0,1417010.564152047,855637.8872800618
3481,E72805103080055,19549,10.0,1417622.2168606631,855154.4697559699
3482,E72805100040137,15440,10.0,1418233.3172642551,854501.534757331
3483,E72805103080059,25916,10.0,1418372.9299322553,854000.5840592235
3484,E72805103080058,26612,99.0,1418272.5007951856,853282.1155590862
3485,E72805100041872,15781,10.0,1418003.126572419,852674.9315002114
3486,E72805103080060,26611,10.0,1417677.7887879238,852520.8383986875
3487,E72805103080113,16878,10.0,1421757.6157860495,858343.6195476726
3488,E72805103080089,16793,25.0,1423067.1510802917,859117.6901007965
3489,E72805100038638,15031,10.0,1423372.9705307856,858693.0817645416
3490,E72805103080107,18355,10.0,1424426.313491363,858800.5364725515
3491,E72805100040251,15536,10.0,1424540.9519303963,859404.3665336594
3760,E72805203078977,21076,25.0,1433399.2818231285,899670.9174060524
3801,E72805203079482,18267,10.0,1438323.1011903398,879674.5332803726
3804,E72805203079250,18362,10.0,1452321.4527621605,909182.7546862587
3838,E72805003081006,35333,15.0,1443791.0414246693,861145.5633503497
4193,E72805003081131,22370,15.0,1450329.6098839492,869307.14539323
4218,E72805203078749,19521,25.0,1433391.9512291811,901349.1414081752
4232,E72805203080376,19256,10.0,1440575.9132130481,897806.2553118616
4233,E72805100047835,22663,10.0,1424707.6074607223,871383.8223230317
4241,E72809603093306,16251,25.0,1453035.663492661,888031.1894575134
4294,E72805003081300,17455,50.0,1442310.9242134802,857702.7649661824
4297,E72805003081400,20701,25.0,1440455.4404245876,852899.6694351733
4358,E72805203079291,26291,10.0,1446523.404836312,913219.3713477403
4359,E72805203079287,26292,10.0,1446208.6110568084,912955.3193370178
4360,E103C 63,26294,10.0,1445499.5919935256,912416.1591732055
4361,E72805203079289,26293,10.0,1445725.1935327128,912546.8144579157
4461,E72805203079024,26652,15.0,1438613.5533811785,896523.210574925
4573,E72805203100643,26651,10.0,1438357.0629283227,896530.3804983199
4979,E72805203078974,18115,15.0,1432449.57827257,899698.8395630792
4980,E72805203078960,26628,10.0,1432377.5878232494,899326.6907897592
4981,E102 90D1,26627,50.0,1432450.2109128684,899169.8863726631
4982,E72805203078961,26626,25.0,1432249.402848281,899095.365362145
4983,E72805203078970,22666,10.0,1432108.2838938534,898834.3761338294
4984,E72805203078967,26624,10.0,1432041.4449441135,898645.7489054799
4985,E72805203078969,26623,10.0,1432009.9535158724,898459.1300590411
4986,E72805203079834,26622,15.0,1431929.3872758262,896555.1137214527
4987,E72805203078953,15564,25.0,1432359.8738948628,899889.1582255661
4988,E72805203078945,31249,25.0,1432618.7241964564,900508.804294154
4989,E72805203078706,26620,99.0,1432698.6979638413,900995.9373247698
4990,E72805203078702,26619,25.0,1432774.477351144,901473.0196591988
4991,E72805203078700,26618,10.0,1432724.9537915103,901677.3800492808
4992,E72805203078688,26617,10.0,1432847.9458440207,901907.7602821589
4993,E72805203078730,26616,25.0,1433164.8936131187,901944.7973549291
4994,E72805203078739,26615,10.0,1433837.2195390277,901929.6139877364
4995,E72805203101831,22664,10.0,1429961.5847289972,909052.9730476812
4996,E102E 20,16242,3.0,1429009.3707010597,909016.4606646821
4997,E72805203078802,26492,10.0,1428041.822677292,906813.1753396988
4998,E72805203078800,26493,10.0,1427595.8715175986,906925.6045586392
4999,E72805200061078,26494,99.0,1427025.531224735,907004.5741350725
5000,E72805203095978,26487,10.0,1427977.3034086525,908974.0938484296
5001,E72805203078797,26488,10.0,1427729.9008839093,908968.6611753851
5002,E72805203078799,32609,10.0,1427136.5746601596,908965.0360460505
5003,E72805203095110,32530,10.0,1423511.8470012955,907157.7835485563
5004,E72805203078808,32608,10.0,1423162.5994302407,907396.1985642835
5005,E72805203078810,26495,10.0,1428272.3748778664,909945.4276720881
5006,E102E 32A,26497,25.0,1428374.8826902062,912232.6131510735
5007,E72805203078817,26496,10.0,1427553.876252003,912102.5804647505
5008,E72805203078818,26499,99.0,1427215.3032307662,911539.2393828183
5009,E72805203078820,32622,10.0,1425330.5372337215,911294.1866649017
5010,E72805203078821,26503,10.0,1425870.530876033,912431.6638814956
5011,E72805203078828,26505,10.0,1425465.8921320885,912992.4041088596
5012,E72805203078831,26511,10.0,1425452.0644226857,913219.7228145748
5013,E72805203078835,26508,10.0,1425256.9802465178,913749.7749664634
5014,E72805203078841,15760,10.0,1425794.5738724545,914262.3441538811
5015,E72805203078740,26614,10.0,1433102.3325168341,901580.2358718589
5016,E72805203078743,26413,99.0,1433897.4207865745,901291.5711409152
5017,E72805203095270,26414,10.0,1434172.729777865,901213.4450848848
5018,E72805203078752,26415,10.0,1433113.3284077533,901087.3387851864
5019,E72805203078757,29058,10.0,1433090.493105512,900888.1775937527
5020,E72805203078758,19155,25.0,1433059.7956157438,900690.1323095188
5021,E72805203078760,26417,25.0,1432914.26763542,900268.0495135114
5022,E72805203078676,26419,15.0,1432847.0169673897,902520.6807818487
5023,E72805203078657,26420,99.0,1433183.4410199933,902941.3664971963
5024,E72805203080319,26421,10.0,1433733.5066975467,902933.0216703862
5025,E72805203078623,19755,25.0,1432857.9726906717,903179.2091240808
5026,E72805203078626,26422,15.0,1432616.4346410856,903180.4844465926
5027,E72805203095329,26423,25.0,1432378.276321672,903184.7623000443
5028,E72805203078632,20882,25.0,1432020.7786943316,903192.564863734
5029,E72805203078638,26424,15.0,1431339.254379306,903202.6368989795
5030,E72805203080316,20575,25.0,1431063.8449689224,903208.9733438864
5031,E72805203078780,26425,10.0,1430887.057151895,903219.7081451565
5032,E72805203078778,26429,10.0,1430821.3027283847,902964.8344397321
5033,E72805200039919,D00229,10.0,1425764.7996107377,914841.7924586833
5034,E72805203078840,26498,10.0,1424954.7488958202,914595.2535381541
5035,E72805203078859,22917,10.0,1425974.1533403285,915832.6678382531
5036,E72805203078858,22916,10.0,1425689.525457006,916064.4752775207
5037,E72805203097720,20192,10.0,1425674.7035985626,916359.2354475409
5038,E72805203078849,22914,10.0,1424596.5740672052,916341.4813515171
5039,E72805203078850,35288,15.0,1424587.466055274,915873.1066078767
5040,E72805200040189,16425,10.0,1426681.4552370794,916356.0119945854
5041,E72805203105118,18045,10.0,1427748.0265305862,916116.2212372571
5042,E72805203095369,22913,10.0,1428451.6330046356,916372.771941565
5043,E72805203078877,26466,10.0,1434523.543886803,909916.7580204159
5044,E72805203078880,16279,10.0,1435555.760552615,909814.2972795293
5045,E72805203078881,26479,10.0,1436093.3554337882,910569.4218874946
5046,E72805203078882,26480,10.0,1436775.0805870034,911348.8246945739
5047,E72805203096553,21103,10.0,1437031.4103693068,911866.816513136
5048,E72805203078744,21080,10.0,1439109.372663524,912402.6025953516
5067,E72805203078774,26430,10.0,1430917.3535929024,902753.6129149795
5068,E72805203078772,26431,10.0,1431085.9170860387,902624.8153835237
5069,E72805203078768,26432,10.0,1431244.1229771264,902489.1950021759
5070,E72805203078781,26426,99.0,1430877.8185951374,903691.0854197443
5071,E72805203078790,26427,99.0,1430863.6595027223,904044.1288325936
5072,E72805203078592,26428,99.0,1430866.2001058273,904199.5273823589
5073,E72805203078571,26447,15.0,1431028.5978665203,905394.4342794716
5074,E72805203078555,26449,99.0,1430618.8076229952,905937.8120452911
5075,E72805203078559,19206,15.0,1430050.5359634906,906264.887080133
5076,E72805203078560,26450,10.0,1429582.6633153223,906437.5577142611
5077,E72805203078562,26451,10.0,1429187.1727509499,906572.8423192576
5078,E72805203078597,32971,15.0,1433548.1932993382,903729.9074419364
5079,E72805203078524,26438,10.0,1433225.0615968406,904088.1626058221
5080,E72805203080291,20469,25.0,1433637.485958755,904095.2521939427
5081,E72805203078528,26440,10.0,1433545.28114558,903829.1616755873
5082,E72805203078536,20902,10.0,1433994.8775184266,903939.9841890037
5083,E72805203078545,21101,15.0,1434270.2568030804,903548.2292149737
5084,E72805203080300,20468,25.0,1434328.6806326471,903897.095193468
5085,E72805203080298,26443,15.0,1434375.3453861661,904184.1331350654
5086,E72805203080310,26444,25.0,1434197.111534167,903222.5500055552
5087,E72805203080311,26445,50.0,1434167.4477334581,903183.0451335162
5088,E72805203078509,20895,25.0,1433715.2505060472,904590.9509733766
5089,E72805203078925,26456,15.0,1433859.2715723254,905071.4764275327
5090,E72805200041153,16223,15.0,1433890.3613241836,905192.7324849367
5091,E72805203078916,21108,15.0,1434109.887508113,906040.1993547156
5092,E72805203078910,21078,10.0,1434246.2265136093,906645.1541096792
5093,E72805203078907,26458,10.0,1434302.3306620754,906838.1696524844
5094,E72805203078906,19519,10.0,1434333.2497014739,907290.7083048224
5095,E72805203095676,26459,10.0,1435250.7287643962,907545.1502081379
5096,E72805203101263,26460,10.0,1435630.804997664,907615.7046643943
5097,E72805203078903,20881,15.0,1436175.2974154353,907486.9171748534
5098,E72805203078900,26463,99.0,1435010.6568336003,908060.9328066036
